ID,Year,Month,Total,Route,Count,Start_City,Start_Lat,Start_Long,End_City,End_Lat,End_Long
201804,2018,4,22068,Portuguese Way,6707,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201805,2018,5,40665,Portuguese Way,10496,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201806,2018,6,45685,Portuguese Way,10312,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201807,2018,7,50867,Portuguese Way,11999,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201808,2018,8,60415,Portuguese Way,13948,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201809,2018,9,47006,Portuguese Way,13048,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201810,2018,10,35602,Portuguese Way,8857,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201811,2018,11,7651,Portuguese Way,1609,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201812,2018,12,2553,Portuguese Way,559,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201901,2019,1,1651,Portuguese Way,449,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201902,2019,2,2119,Portuguese Way,559,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201903,2019,3,7474,Portuguese Way,2583,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201904,2019,4,31722,Portuguese Way,9823,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201905,2019,5,46673,Portuguese Way,13407,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201906,2019,6,49058,Portuguese Way,12273,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201907,2019,7,53319,Portuguese Way,13367,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201908,2019,8,62814,Portuguese Way,16672,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201909,2019,9,45653,Portuguese Way,13214,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201910,2019,10,36118,Portuguese Way,9798,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201911,2019,11,8274,Portuguese Way,1887,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
201912,2019,12,2710,Portuguese Way,617,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202001,2020,1,2001,Portuguese Way,529,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202002,2020,2,3076,Portuguese Way,923,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202003,2020,3,1948,Portuguese Way,565,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202006,2020,6,12,Portuguese Way,1,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202007,2020,7,9752,Portuguese Way,2129,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202008,2020,8,19812,Portuguese Way,4455,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202009,2020,9,10441,Portuguese Way,2598,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202010,2020,10,6418,Portuguese Way,1688,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202011,2020,11,585,Portuguese Way,61,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202012,2020,12,99,Portuguese Way,39,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202101,2021,1,60,Portuguese Way,17,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202102,2021,2,14,Portuguese Way,3,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202103,2021,3,194,Portuguese Way,24,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202104,2021,4,1024,Portuguese Way,235,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202105,2021,5,4295,Portuguese Way,1005,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202106,2021,6,14824,Portuguese Way,3683,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202107,2021,7,33963,Portuguese Way,7320,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202108,2021,8,43575,Portuguese Way,9566,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202109,2021,9,37463,Portuguese Way,9049,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202110,2021,10,31170,Portuguese Way,8190,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202111,2021,11,9094,Portuguese Way,2281,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202112,2021,12,1193,Portuguese Way,278,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202201,2022,1,1617,Portuguese Way,392,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202202,2022,2,2034,Portuguese Way,658,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202203,2022,3,7389,Portuguese Way,2285,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202204,2022,4,34283,Portuguese Way,10284,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202205,2022,5,48254,Portuguese Way,13738,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202206,2022,6,58012,Portuguese Way,15756,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202207,2022,7,67374,Portuguese Way,17899,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202208,2022,8,85842,Portuguese Way,23730,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202209,2022,9,66196,Portuguese Way,20249,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
202210,2022,10,51356,Portuguese Way,14929,Lisbon,38.722,-9.139,Santiago,42.88,-8.546
200401,2004,1,643,Northern Way,14,Irun,43.339,-1.789,Santiago,42.88,-8.546
200402,2004,2,1401,Northern Way,41,Irun,43.339,-1.789,Santiago,42.88,-8.546
200403,2004,3,3105,Northern Way,103,Irun,43.339,-1.789,Santiago,42.88,-8.546
200404,2004,4,15554,Northern Way,256,Irun,43.339,-1.789,Santiago,42.88,-8.546
200405,2004,5,16860,Northern Way,545,Irun,43.339,-1.789,Santiago,42.88,-8.546
200406,2004,6,19295,Northern Way,740,Irun,43.339,-1.789,Santiago,42.88,-8.546
200407,2004,7,31891,Northern Way,1891,Irun,43.339,-1.789,Santiago,42.88,-8.546
200408,2004,8,45601,Northern Way,1962,Irun,43.339,-1.789,Santiago,42.88,-8.546
200409,2004,9,22752,Northern Way,630,Irun,43.339,-1.789,Santiago,42.88,-8.546
200410,2004,10,14556,Northern Way,436,Irun,43.339,-1.789,Santiago,42.88,-8.546
200411,2004,11,4410,Northern Way,146,Irun,43.339,-1.789,Santiago,42.88,-8.546
200412,2004,12,3802,Northern Way,206,Irun,43.339,-1.789,Santiago,42.88,-8.546
200501,2005,1,269,Northern Way,8,Irun,43.339,-1.789,Santiago,42.88,-8.546
200502,2005,2,565,Northern Way,4,Irun,43.339,-1.789,Santiago,42.88,-8.546
200503,2005,3,3121,Northern Way,118,Irun,43.339,-1.789,Santiago,42.88,-8.546
200504,2005,4,3307,Northern Way,41,Irun,43.339,-1.789,Santiago,42.88,-8.546
200505,2005,5,9310,Northern Way,248,Irun,43.339,-1.789,Santiago,42.88,-8.546
200506,2005,6,12619,Northern Way,376,Irun,43.339,-1.789,Santiago,42.88,-8.546
200507,2005,7,18804,Northern Way,970,Irun,43.339,-1.789,Santiago,42.88,-8.546
200508,2005,8,24831,Northern Way,1251,Irun,43.339,-1.789,Santiago,42.88,-8.546
200509,2005,9,12168,Northern Way,487,Irun,43.339,-1.789,Santiago,42.88,-8.546
200510,2005,10,6873,Northern Way,205,Irun,43.339,-1.789,Santiago,42.88,-8.546
200511,2005,11,1388,Northern Way,37,Irun,43.339,-1.789,Santiago,42.88,-8.546
200512,2005,12,668,Northern Way,35,Irun,43.339,-1.789,Santiago,42.88,-8.546
200601,2006,1,324,Northern Way,14,Irun,43.339,-1.789,Santiago,42.88,-8.546
200602,2006,2,351,Northern Way,13,Irun,43.339,-1.789,Santiago,42.88,-8.546
200603,2006,3,1096,Northern Way,40,Irun,43.339,-1.789,Santiago,42.88,-8.546
200604,2006,4,7451,Northern Way,291,Irun,43.339,-1.789,Santiago,42.88,-8.546
200605,2006,5,10147,Northern Way,302,Irun,43.339,-1.789,Santiago,42.88,-8.546
200606,2006,6,13011,Northern Way,456,Irun,43.339,-1.789,Santiago,42.88,-8.546
200607,2006,7,18720,Northern Way,1404,Irun,43.339,-1.789,Santiago,42.88,-8.546
200608,2006,8,26183,Northern Way,1566,Irun,43.339,-1.789,Santiago,42.88,-8.546
200609,2006,9,13470,Northern Way,703,Irun,43.339,-1.789,Santiago,42.88,-8.546
200610,2006,10,7700,Northern Way,296,Irun,43.339,-1.789,Santiago,42.88,-8.546
200611,2006,11,1755,Northern Way,101,Irun,43.339,-1.789,Santiago,42.88,-8.546
200612,2006,12,848,Northern Way,11,Irun,43.339,-1.789,Santiago,42.88,-8.546
200701,2007,1,350,Northern Way,15,Irun,43.339,-1.789,Santiago,42.88,-8.546
200702,2007,2,665,Northern Way,45,Irun,43.339,-1.789,Santiago,42.88,-8.546
200703,2007,3,1680,Northern Way,58,Irun,43.339,-1.789,Santiago,42.88,-8.546
200704,2007,4,8115,Northern Way,184,Irun,43.339,-1.789,Santiago,42.88,-8.546
200705,2007,5,12924,Northern Way,394,Irun,43.339,-1.789,Santiago,42.88,-8.546
200706,2007,6,15182,Northern Way,588,Irun,43.339,-1.789,Santiago,42.88,-8.546
200707,2007,7,20156,Northern Way,1401,Irun,43.339,-1.789,Santiago,42.88,-8.546
200708,2007,8,27289,Northern Way,1813,Irun,43.339,-1.789,Santiago,42.88,-8.546
200709,2007,9,15282,Northern Way,687,Irun,43.339,-1.789,Santiago,42.88,-8.546
200710,2007,10,9443,Northern Way,372,Irun,43.339,-1.789,Santiago,42.88,-8.546
200711,2007,11,2496,Northern Way,102,Irun,43.339,-1.789,Santiago,42.88,-8.546
200712,2007,12,795,Northern Way,49,Irun,43.339,-1.789,Santiago,42.88,-8.546
200801,2008,1,306,Northern Way,10,Irun,43.339,-1.789,Santiago,42.88,-8.546
200802,2008,2,703,Northern Way,12,Irun,43.339,-1.789,Santiago,42.88,-8.546
200803,2008,3,5327,Northern Way,266,Irun,43.339,-1.789,Santiago,42.88,-8.546
200804,2008,4,5648,Northern Way,132,Irun,43.339,-1.789,Santiago,42.88,-8.546
200805,2008,5,16001,Northern Way,555,Irun,43.339,-1.789,Santiago,42.88,-8.546
200806,2008,6,15904,Northern Way,717,Irun,43.339,-1.789,Santiago,42.88,-8.546
200807,2008,7,21066,Northern Way,1713,Irun,43.339,-1.789,Santiago,42.88,-8.546
200808,2008,8,29996,Northern Way,2192,Irun,43.339,-1.789,Santiago,42.88,-8.546
200809,2008,9,17378,Northern Way,895,Irun,43.339,-1.789,Santiago,42.88,-8.546
200810,2008,10,9878,Northern Way,366,Irun,43.339,-1.789,Santiago,42.88,-8.546
200811,2008,11,2309,Northern Way,77,Irun,43.339,-1.789,Santiago,42.88,-8.546
200812,2008,12,1085,Northern Way,19,Irun,43.339,-1.789,Santiago,42.88,-8.546
200901,2009,1,523,Northern Way,21,Irun,43.339,-1.789,Santiago,42.88,-8.546
200902,2009,2,698,Northern Way,17,Irun,43.339,-1.789,Santiago,42.88,-8.546
200903,2009,3,1850,Northern Way,49,Irun,43.339,-1.789,Santiago,42.88,-8.546
200904,2009,4,10316,Northern Way,342,Irun,43.339,-1.789,Santiago,42.88,-8.546
200905,2009,5,16498,Northern Way,645,Irun,43.339,-1.789,Santiago,42.88,-8.546
200906,2009,6,19354,Northern Way,1058,Irun,43.339,-1.789,Santiago,42.88,-8.546
200907,2009,7,26752,Northern Way,2216,Irun,43.339,-1.789,Santiago,42.88,-8.546
200908,2009,8,35546,Northern Way,2627,Irun,43.339,-1.789,Santiago,42.88,-8.546
200909,2009,9,20623,Northern Way,1275,Irun,43.339,-1.789,Santiago,42.88,-8.546
200910,2009,10,11731,Northern Way,537,Irun,43.339,-1.789,Santiago,42.88,-8.546
200911,2009,11,2353,Northern Way,75,Irun,43.339,-1.789,Santiago,42.88,-8.546
200912,2009,12,1010,Northern Way,37,Irun,43.339,-1.789,Santiago,42.88,-8.546
201001,2010,1,1188,Northern Way,99,Irun,43.339,-1.789,Santiago,42.88,-8.546
201002,2010,2,1640,Northern Way,43,Irun,43.339,-1.789,Santiago,42.88,-8.546
201003,2010,3,5883,Northern Way,278,Irun,43.339,-1.789,Santiago,42.88,-8.546
201004,2010,4,19587,Northern Way,723,Irun,43.339,-1.789,Santiago,42.88,-8.546
201005,2010,5,28846,Northern Way,1201,Irun,43.339,-1.789,Santiago,42.88,-8.546
201006,2010,6,33756,Northern Way,2128,Irun,43.339,-1.789,Santiago,42.88,-8.546
201007,2010,7,42466,Northern Way,3251,Irun,43.339,-1.789,Santiago,42.88,-8.546
201008,2010,8,61534,Northern Way,5907,Irun,43.339,-1.789,Santiago,42.88,-8.546
201009,2010,9,36848,Northern Way,2243,Irun,43.339,-1.789,Santiago,42.88,-8.546
201010,2010,10,26598,Northern Way,1216,Irun,43.339,-1.789,Santiago,42.88,-8.546
201011,2010,11,8075,Northern Way,378,Irun,43.339,-1.789,Santiago,42.88,-8.546
201012,2010,12,5967,Northern Way,196,Irun,43.339,-1.789,Santiago,42.88,-8.546
201101,2011,1,644,Northern Way,53,Irun,43.339,-1.789,Santiago,42.88,-8.546
201102,2011,2,820,Northern Way,27,Irun,43.339,-1.789,Santiago,42.88,-8.546
201103,2011,3,3023,Northern Way,75,Irun,43.339,-1.789,Santiago,42.88,-8.546
201104,2011,4,14154,Northern Way,511,Irun,43.339,-1.789,Santiago,42.88,-8.546
201105,2011,5,19805,Northern Way,846,Irun,43.339,-1.789,Santiago,42.88,-8.546
201106,2011,6,25239,Northern Way,1291,Irun,43.339,-1.789,Santiago,42.88,-8.546
201107,2011,7,30842,Northern Way,2621,Irun,43.339,-1.789,Santiago,42.88,-8.546
201108,2011,8,41489,Northern Way,3452,Irun,43.339,-1.789,Santiago,42.88,-8.546
201109,2011,9,26023,Northern Way,1655,Irun,43.339,-1.789,Santiago,42.88,-8.546
201110,2011,10,16243,Northern Way,752,Irun,43.339,-1.789,Santiago,42.88,-8.546
201111,2011,11,3591,Northern Way,153,Irun,43.339,-1.789,Santiago,42.88,-8.546
201112,2011,12,1498,Northern Way,83,Irun,43.339,-1.789,Santiago,42.88,-8.546
201201,2012,1,872,Northern Way,18,Irun,43.339,-1.789,Santiago,42.88,-8.546
201202,2012,2,1305,Northern Way,32,Irun,43.339,-1.789,Santiago,42.88,-8.546
201203,2012,3,3260,Northern Way,111,Irun,43.339,-1.789,Santiago,42.88,-8.546
201204,2012,4,14749,Northern Way,603,Irun,43.339,-1.789,Santiago,42.88,-8.546
201205,2012,5,21776,Northern Way,933,Irun,43.339,-1.789,Santiago,42.88,-8.546
201206,2012,6,25517,Northern Way,1510,Irun,43.339,-1.789,Santiago,42.88,-8.546
201207,2012,7,32818,Northern Way,2804,Irun,43.339,-1.789,Santiago,42.88,-8.546
201208,2012,8,41096,Northern Way,3786,Irun,43.339,-1.789,Santiago,42.88,-8.546
201209,2012,9,27321,Northern Way,1724,Irun,43.339,-1.789,Santiago,42.88,-8.546
201210,2012,10,18091,Northern Way,846,Irun,43.339,-1.789,Santiago,42.88,-8.546
201211,2012,11,4170,Northern Way,200,Irun,43.339,-1.789,Santiago,42.88,-8.546
201212,2012,12,1483,Northern Way,70,Irun,43.339,-1.789,Santiago,42.88,-8.546
201301,2013,1,806,Northern Way,36,Irun,43.339,-1.789,Santiago,42.88,-8.546
201302,2013,2,1382,Northern Way,36,Irun,43.339,-1.789,Santiago,42.88,-8.546
201303,2013,3,7228,Northern Way,198,Irun,43.339,-1.789,Santiago,42.88,-8.546
201304,2013,4,11532,Northern Way,466,Irun,43.339,-1.789,Santiago,42.88,-8.546
201305,2013,5,25205,Northern Way,1172,Irun,43.339,-1.789,Santiago,42.88,-8.546
201306,2013,6,29374,Northern Way,1533,Irun,43.339,-1.789,Santiago,42.88,-8.546
201307,2013,7,36559,Northern Way,2941,Irun,43.339,-1.789,Santiago,42.88,-8.546
201308,2013,8,46726,Northern Way,3867,Irun,43.339,-1.789,Santiago,42.88,-8.546
201309,2013,9,30894,Northern Way,1795,Irun,43.339,-1.789,Santiago,42.88,-8.546
201310,2013,10,19607,Northern Way,983,Irun,43.339,-1.789,Santiago,42.88,-8.546
201311,2013,11,4907,Northern Way,245,Irun,43.339,-1.789,Santiago,42.88,-8.546
201312,2013,12,1659,Northern Way,42,Irun,43.339,-1.789,Santiago,42.88,-8.546
201401,2014,1,906,Northern Way,43,Irun,43.339,-1.789,Santiago,42.88,-8.546
201402,2014,2,970,Northern Way,35,Irun,43.339,-1.789,Santiago,42.88,-8.546
201403,2014,3,3150,Northern Way,102,Irun,43.339,-1.789,Santiago,42.88,-8.546
201404,2014,4,17347,Northern Way,589,Irun,43.339,-1.789,Santiago,42.88,-8.546
201405,2014,5,27354,Northern Way,1206,Irun,43.339,-1.789,Santiago,42.88,-8.546
201406,2014,6,33021,Northern Way,1781,Irun,43.339,-1.789,Santiago,42.88,-8.546
201407,2014,7,39581,Northern Way,3189,Irun,43.339,-1.789,Santiago,42.88,-8.546
201408,2014,8,51218,Northern Way,3939,Irun,43.339,-1.789,Santiago,42.88,-8.546
201409,2014,9,34457,Northern Way,1918,Irun,43.339,-1.789,Santiago,42.88,-8.546
201410,2014,10,23205,Northern Way,1872,Irun,43.339,-1.789,Santiago,42.88,-8.546
201411,2014,11,4803,Northern Way,272,Irun,43.339,-1.789,Santiago,42.88,-8.546
201412,2014,12,1870,Northern Way,62,Irun,43.339,-1.789,Santiago,42.88,-8.546
201501,2015,1,1217,Northern Way,18,Irun,43.339,-1.789,Santiago,42.88,-8.546
201502,2015,2,1544,Northern Way,54,Irun,43.339,-1.789,Santiago,42.88,-8.546
201503,2015,3,5080,Northern Way,132,Irun,43.339,-1.789,Santiago,42.88,-8.546
201504,2015,4,17721,Northern Way,665,Irun,43.339,-1.789,Santiago,42.88,-8.546
201505,2015,5,31076,Northern Way,1298,Irun,43.339,-1.789,Santiago,42.88,-8.546
201506,2015,6,35923,Northern Way,1877,Irun,43.339,-1.789,Santiago,42.88,-8.546
201507,2015,7,44794,Northern Way,3549,Irun,43.339,-1.789,Santiago,42.88,-8.546
201508,2015,8,54794,Northern Way,4458,Irun,43.339,-1.789,Santiago,42.88,-8.546
201509,2015,9,37429,Northern Way,2159,Irun,43.339,-1.789,Santiago,42.88,-8.546
201510,2015,10,25576,Northern Way,1207,Irun,43.339,-1.789,Santiago,42.88,-8.546
201511,2015,11,5228,Northern Way,263,Irun,43.339,-1.789,Santiago,42.88,-8.546
201512,2015,12,2062,Northern Way,128,Irun,43.339,-1.789,Santiago,42.88,-8.546
201601,2016,1,1304,Northern Way,45,Irun,43.339,-1.789,Santiago,42.88,-8.546
201602,2016,2,1733,Northern Way,40,Irun,43.339,-1.789,Santiago,42.88,-8.546
201603,2016,3,11067,Northern Way,316,Irun,43.339,-1.789,Santiago,42.88,-8.546
201604,2016,4,15100,Northern Way,533,Irun,43.339,-1.789,Santiago,42.88,-8.546
201605,2016,5,32776,Northern Way,1480,Irun,43.339,-1.789,Santiago,42.88,-8.546
201606,2016,6,39070,Northern Way,2268,Irun,43.339,-1.789,Santiago,42.88,-8.546
201607,2016,7,45471,Northern Way,3745,Irun,43.339,-1.789,Santiago,42.88,-8.546
201608,2016,8,53704,Northern Way,4416,Irun,43.339,-1.789,Santiago,42.88,-8.546
201609,2016,9,40149,Northern Way,2397,Irun,43.339,-1.789,Santiago,42.88,-8.546
201610,2016,10,28222,Northern Way,1567,Irun,43.339,-1.789,Santiago,42.88,-8.546
201611,2016,11,6394,Northern Way,317,Irun,43.339,-1.789,Santiago,42.88,-8.546
201612,2016,12,2864,Northern Way,165,Irun,43.339,-1.789,Santiago,42.88,-8.546
201701,2017,1,1354,Northern Way,52,Irun,43.339,-1.789,Santiago,42.88,-8.546
201702,2017,2,1696,Northern Way,50,Irun,43.339,-1.789,Santiago,42.88,-8.546
201703,2017,3,5176,Northern Way,182,Irun,43.339,-1.789,Santiago,42.88,-8.546
201704,2017,4,26925,Northern Way,900,Irun,43.339,-1.789,Santiago,42.88,-8.546
201705,2017,5,35347,Northern Way,1696,Irun,43.339,-1.789,Santiago,42.88,-8.546
201706,2017,6,41619,Northern Way,2323,Irun,43.339,-1.789,Santiago,42.88,-8.546
201707,2017,7,47470,Northern Way,3816,Irun,43.339,-1.789,Santiago,42.88,-8.546
201708,2017,8,57680,Northern Way,4343,Irun,43.339,-1.789,Santiago,42.88,-8.546
201709,2017,9,42189,Northern Way,2378,Irun,43.339,-1.789,Santiago,42.88,-8.546
201710,2017,10,31341,Northern Way,1570,Irun,43.339,-1.789,Santiago,42.88,-8.546
201711,2017,11,7346,Northern Way,429,Irun,43.339,-1.789,Santiago,42.88,-8.546
201712,2017,12,2893,Northern Way,97,Irun,43.339,-1.789,Santiago,42.88,-8.546
201801,2018,1,1627,Northern Way,58,Irun,43.339,-1.789,Santiago,42.88,-8.546
201802,2018,2,2181,Northern Way,66,Irun,43.339,-1.789,Santiago,42.88,-8.546
201803,2018,3,11056,Northern Way,350,Irun,43.339,-1.789,Santiago,42.88,-8.546
201804,2018,4,22068,Northern Way,736,Irun,43.339,-1.789,Santiago,42.88,-8.546
201805,2018,5,40665,Northern Way,1728,Irun,43.339,-1.789,Santiago,42.88,-8.546
201806,2018,6,45685,Northern Way,2631,Irun,43.339,-1.789,Santiago,42.88,-8.546
201807,2018,7,50867,Northern Way,3963,Irun,43.339,-1.789,Santiago,42.88,-8.546
201808,2018,8,60415,Northern Way,4762,Irun,43.339,-1.789,Santiago,42.88,-8.546
201809,2018,9,47006,Northern Way,2548,Irun,43.339,-1.789,Santiago,42.88,-8.546
201810,2018,10,35602,Northern Way,1672,Irun,43.339,-1.789,Santiago,42.88,-8.546
201811,2018,11,7651,Northern Way,425,Irun,43.339,-1.789,Santiago,42.88,-8.546
201812,2018,12,2553,Northern Way,101,Irun,43.339,-1.789,Santiago,42.88,-8.546
201901,2019,1,1651,Northern Way,73,Irun,43.339,-1.789,Santiago,42.88,-8.546
201902,2019,2,2119,Northern Way,54,Irun,43.339,-1.789,Santiago,42.88,-8.546
201903,2019,3,7474,Northern Way,165,Irun,43.339,-1.789,Santiago,42.88,-8.546
201904,2019,4,31722,Northern Way,914,Irun,43.339,-1.789,Santiago,42.88,-8.546
201905,2019,5,46673,Northern Way,1992,Irun,43.339,-1.789,Santiago,42.88,-8.546
201906,2019,6,49058,Northern Way,2768,Irun,43.339,-1.789,Santiago,42.88,-8.546
201907,2019,7,53319,Northern Way,4326,Irun,43.339,-1.789,Santiago,42.88,-8.546
201908,2019,8,62814,Northern Way,4109,Irun,43.339,-1.789,Santiago,42.88,-8.546
201909,2019,9,45653,Northern Way,2335,Irun,43.339,-1.789,Santiago,42.88,-8.546
201910,2019,10,36118,Northern Way,1747,Irun,43.339,-1.789,Santiago,42.88,-8.546
201911,2019,11,8274,Northern Way,398,Irun,43.339,-1.789,Santiago,42.88,-8.546
201912,2019,12,2710,Northern Way,140,Irun,43.339,-1.789,Santiago,42.88,-8.546
202001,2020,1,2001,Northern Way,101,Irun,43.339,-1.789,Santiago,42.88,-8.546
202002,2020,2,3076,Northern Way,60,Irun,43.339,-1.789,Santiago,42.88,-8.546
202003,2020,3,1948,Northern Way,51,Irun,43.339,-1.789,Santiago,42.88,-8.546
202006,2020,6,12,Northern Way,1,Irun,43.339,-1.789,Santiago,42.88,-8.546
202007,2020,7,9752,Northern Way,600,Irun,43.339,-1.789,Santiago,42.88,-8.546
202008,2020,8,19812,Northern Way,1803,Irun,43.339,-1.789,Santiago,42.88,-8.546
202009,2020,9,10441,Northern Way,743,Irun,43.339,-1.789,Santiago,42.88,-8.546
202010,2020,10,6418,Northern Way,393,Irun,43.339,-1.789,Santiago,42.88,-8.546
202011,2020,11,585,Northern Way,51,Irun,43.339,-1.789,Santiago,42.88,-8.546
202012,2020,12,99,Northern Way,1,Irun,43.339,-1.789,Santiago,42.88,-8.546
202101,2021,1,60,Northern Way,3,Irun,43.339,-1.789,Santiago,42.88,-8.546
202102,2021,2,14,Northern Way,0,Irun,43.339,-1.789,Santiago,42.88,-8.546
202103,2021,3,194,Northern Way,0,Irun,43.339,-1.789,Santiago,42.88,-8.546
202104,2021,4,1024,Northern Way,28,Irun,43.339,-1.789,Santiago,42.88,-8.546
202105,2021,5,4295,Northern Way,168,Irun,43.339,-1.789,Santiago,42.88,-8.546
202106,2021,6,14824,Northern Way,721,Irun,43.339,-1.789,Santiago,42.88,-8.546
202107,2021,7,33963,Northern Way,2148,Irun,43.339,-1.789,Santiago,42.88,-8.546
202108,2021,8,43575,Northern Way,2613,Irun,43.339,-1.789,Santiago,42.88,-8.546
202109,2021,9,37463,Northern Way,1946,Irun,43.339,-1.789,Santiago,42.88,-8.546
202110,2021,10,31170,Northern Way,1424,Irun,43.339,-1.789,Santiago,42.88,-8.546
202111,2021,11,9094,Northern Way,391,Irun,43.339,-1.789,Santiago,42.88,-8.546
202112,2021,12,1193,Northern Way,40,Irun,43.339,-1.789,Santiago,42.88,-8.546
202201,2022,1,1617,Northern Way,49,Irun,43.339,-1.789,Santiago,42.88,-8.546
202202,2022,2,2034,Northern Way,62,Irun,43.339,-1.789,Santiago,42.88,-8.546
202203,2022,3,7389,Northern Way,192,Irun,43.339,-1.789,Santiago,42.88,-8.546
202204,2022,4,34283,Northern Way,950,Irun,43.339,-1.789,Santiago,42.88,-8.546
202205,2022,5,48254,Northern Way,1736,Irun,43.339,-1.789,Santiago,42.88,-8.546
202206,2022,6,58012,Northern Way,2664,Irun,43.339,-1.789,Santiago,42.88,-8.546
202207,2022,7,67374,Northern Way,4258,Irun,43.339,-1.789,Santiago,42.88,-8.546
202208,2022,8,85842,Northern Way,4756,Irun,43.339,-1.789,Santiago,42.88,-8.546
202209,2022,9,66196,Northern Way,2822,Irun,43.339,-1.789,Santiago,42.88,-8.546
202210,2022,10,51356,Northern Way,2322,Irun,43.339,-1.789,Santiago,42.88,-8.546
200401,2004,1,643,English Way,5,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200402,2004,2,1401,English Way,34,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200403,2004,3,3105,English Way,141,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200404,2004,4,15554,English Way,290,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200405,2004,5,16860,English Way,326,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200406,2004,6,19295,English Way,258,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200407,2004,7,31891,English Way,364,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200408,2004,8,45601,English Way,1045,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200409,2004,9,22752,English Way,324,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200410,2004,10,14556,English Way,107,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200411,2004,11,4410,English Way,98,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200412,2004,12,3802,English Way,100,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200501,2005,1,269,English Way,3,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200502,2005,2,565,English Way,3,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200503,2005,3,3121,English Way,57,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200504,2005,4,3307,English Way,16,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200505,2005,5,9310,English Way,36,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200506,2005,6,12619,English Way,45,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
200507,2005,7,18804,English Way,171,Ferrol,43.483,-8.233,Santiago,42.88,-8.546
